run_id,target,k,fault_ddr4_addr,fault_byte_offset,fault_bit,fault_region,timeout,crash,output_anomaly,top1_match,top5_match,baseline_top1,faulty_top1,baseline_prob,faulty_prob,prob_drop,recovered
139,FEATURE_MAPS,10,0xaaaae3710c60,78864,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984071,-0.001409,0
140,FEATURE_MAPS,10,0xaaaae371801c,108492,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982790,-0.000128,0
141,FEATURE_MAPS,10,0xaaaae371b8c2,122994,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986273,-0.003611,0
142,FEATURE_MAPS,10,0xaaaae37168f9,102569,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984228,-0.001566,0
143,FEATURE_MAPS,10,0xaaaae3708f99,46921,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984177,-0.001515,0
144,FEATURE_MAPS,10,0xaaaae37223d8,150408,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982813,-0.000151,0
145,FEATURE_MAPS,10,0xaaaae371e19b,133451,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984421,-0.001759,0
146,FEATURE_MAPS,10,0xaaaae3709350,47872,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982755,-0.000093,0
147,FEATURE_MAPS,10,0xaaaae3712990,86336,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984140,-0.001478,0
148,FEATURE_MAPS,10,0xaaaae370c06c,59420,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982732,-0.000070,0
149,FEATURE_MAPS,10,0xaaaae37067a7,36695,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982782,-0.000120,0
150,FEATURE_MAPS,10,0xaaaae3714e30,95712,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984136,-0.001474,0
151,FEATURE_MAPS,10,0xaaaae371d3e6,129942,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982821,-0.000159,0
152,FEATURE_MAPS,10,0xaaaae37124ac,85084,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982911,-0.000249,0
153,FEATURE_MAPS,10,0xaaaae370680a,36794,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982723,-0.000061,0
154,FEATURE_MAPS,10,0xaaaae371583d,98285,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.980270,0.002392,0
155,FEATURE_MAPS,10,0xaaaae37154ef,97439,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984638,-0.001976,0
156,FEATURE_MAPS,10,0xaaaae3708a85,45621,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986497,-0.003835,0
157,FEATURE_MAPS,10,0xaaaae37071f5,39333,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.977976,0.004686,0
158,FEATURE_MAPS,10,0xaaaae37126eb,85659,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986457,-0.003795,0
159,FEATURE_MAPS,10,0xaaaae37116a5,81493,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.980211,0.002451,0
160,FEATURE_MAPS,10,0xaaaae3716dec,103836,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.980390,0.002272,0
161,FEATURE_MAPS,10,0xaaaae370a815,53189,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982727,-0.000065,0
162,FEATURE_MAPS,10,0xaaaae37095b2,48482,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984289,-0.001627,0
163,FEATURE_MAPS,10,0xaaaae3700fba,14186,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986331,-0.003669,0
164,FEATURE_MAPS,10,0xaaaae370886d,45085,5,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984833,-0.002171,0
165,FEATURE_MAPS,10,0xaaaae371f799,139081,1,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986443,-0.003781,0
166,FEATURE_MAPS,10,0xaaaae3708fb5,46949,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984168,-0.001506,0
167,FEATURE_MAPS,10,0xaaaae37006be,11886,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984369,-0.001707,0
168,FEATURE_MAPS,10,0xaaaae37070d1,39041,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984461,-0.001799,0
169,FEATURE_MAPS,10,0xaaaae3716ef3,104099,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984537,-0.001875,0
170,FEATURE_MAPS,10,0xaaaae3703f2b,26331,4,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986168,-0.003506,0
171,FEATURE_MAPS,10,0xaaaae371240e,84926,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.978106,0.004556,0
172,FEATURE_MAPS,10,0xaaaae3714636,93670,1,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984404,-0.001742,0
173,FEATURE_MAPS,10,0xaaaae37138d6,90246,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.986324,-0.003662,0
174,FEATURE_MAPS,10,0xaaaae37068db,37003,2,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984095,-0.001433,0
175,FEATURE_MAPS,10,0xaaaae371bf04,124596,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984296,-0.001634,0
176,FEATURE_MAPS,10,0xaaaae37084c1,44145,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982417,0.000245,0
177,FEATURE_MAPS,10,0xaaaae370eadc,70284,6,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982804,-0.000142,0
178,FEATURE_MAPS,10,0xaaaae370492d,28893,7,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984421,-0.001759,0
179,FEATURE_MAPS,10,0xaaaae370ca03,61875,1,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984258,-0.001596,0
180,FEATURE_MAPS,10,0xaaaae370c434,60388,0,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.984643,-0.001981,0
181,FEATURE_MAPS,10,0xaaaae3703744,24308,3,FEATURE_MAPS,0,0,0,1,1,109,109,0.982662,0.982762,-0.000100,0
